age,sex,year,pops,reg
42,men,12,584257,Overall
43,men,12,632277,Overall
44,men,12,663538,Overall
45,men,12,682713,Overall
46,men,12,704379,Overall
47,men,12,709241,Overall
48,men,12,722309,Overall
49,men,12,716393,Overall
50,men,12,691967,Overall
51,men,12,680451,Overall
52,men,12,656755,Overall
53,men,12,639144,Overall
54,men,12,603042,Overall
55,men,12,588349,Overall
56,men,12,569966,Overall
57,men,12,548968,Overall
58,men,12,533700,Overall
59,men,12,513489,Overall
60,men,12,511566,Overall
61,men,12,500160,Overall
62,men,12,498521,Overall
63,men,12,482106,Overall
64,men,12,440203,Overall
65,men,12,409528,Overall
66,men,12,354444,Overall
67,men,12,306329,Overall
68,men,12,407759,Overall
69,men,12,411093,Overall
70,men,12,393870,Overall
71,men,12,469677,Overall
72,men,12,484252,Overall
73,men,12,465943,Overall
74,men,12,423782,Overall
75,men,12,383067,Overall
76,men,12,356626,Overall
77,men,12,329803,Overall
78,men,12,291345,Overall
79,men,12,220938,Overall
80,men,12,205791,Overall
81,men,12,194328,Overall
82,men,12,187993,Overall
83,men,12,166713,Overall
84,men,12,148968,Overall
85,men,12,120209,Overall
86,men,12,98820,Overall
87,men,12,81020,Overall
88,men,12,59731,Overall
89,men,12,48033,Overall
90,men,12,48506.313086948,Overall
91,men,12,34484.7644797587,Overall
92,men,12,20007.9332850634,Overall
93,men,12,8533.84795697105,Overall
94,men,12,2410.33280555754,Overall
95,men,12,406.088133596506,Overall
0,women,12,328424,Overall
1,women,12,324398,Overall
2,women,12,333776,Overall
3,women,12,328157,Overall
4,women,12,338176,Overall
5,women,12,337377,Overall
6,women,12,330494,Overall
7,women,12,336208,Overall
8,women,12,345307,Overall
9,women,12,345772,Overall
10,women,12,351900,Overall
11,women,12,360084,Overall
12,women,12,377333,Overall
13,women,12,377762,Overall
14,women,12,386794,Overall
15,women,12,399231,Overall
16,women,12,392199,Overall
17,women,12,380842,Overall
18,women,12,387726,Overall
19,women,12,405897,Overall
20,women,12,418170,Overall
21,women,12,438410,Overall
22,women,12,485243,Overall
23,women,12,484370,Overall
24,women,12,499927,Overall
25,women,12,492943,Overall
26,women,12,489744,Overall
27,women,12,475815,Overall
28,women,12,476747,Overall
29,women,12,481999,Overall
30,women,12,495268,Overall
31,women,12,496479,Overall
32,women,12,499255,Overall
33,women,12,476648,Overall
34,women,12,470965,Overall
35,women,12,467494,Overall
36,women,12,460737,Overall
37,women,12,447891,Overall
38,women,12,456664,Overall
39,women,12,461881,Overall
40,women,12,501782,Overall
41,women,12,553128,Overall
42,women,12,574871,Overall
43,women,12,617164,Overall
44,women,12,647571,Overall
45,women,12,667014,Overall
46,women,12,686405,Overall
47,women,12,688004,Overall
48,women,12,703098,Overall
49,women,12,698645,Overall
50,women,12,679132,Overall
51,women,12,672380,Overall
52,women,12,650605,Overall
53,women,12,633395,Overall
54,women,12,599063,Overall
55,women,12,587365,Overall
56,women,12,572893,Overall
57,women,12,558701,Overall
58,women,12,552881,Overall
59,women,12,537307,Overall
60,women,12,536691,Overall
61,women,12,526007,Overall
62,women,12,525646,Overall
63,women,12,506993,Overall
64,women,12,461711,Overall
65,women,12,435041,Overall
66,women,12,379811,Overall
67,women,12,336545,Overall
68,women,12,447193,Overall
69,women,12,452372,Overall
70,women,12,437776,Overall
71,women,12,533179,Overall
72,women,12,560362,Overall
73,women,12,549981,Overall
74,women,12,507450,Overall
75,women,12,469763,Overall
76,women,12,449952,Overall
77,women,12,427405,Overall
78,women,12,388458,Overall
79,women,12,305692,Overall
80,women,12,296941,Overall
81,women,12,293235,Overall
82,women,12,297883,Overall
83,women,12,276704,Overall
84,women,12,258276,Overall
85,women,12,230890,Overall
86,women,12,215518,Overall
87,women,12,198999,Overall
88,women,12,169416,Overall
89,women,12,146095,Overall
90,women,12,158890.669319829,Overall
91,women,12,127853.053164243,Overall
92,women,12,85292.9606371211,Overall
93,women,12,42741.7694695034,Overall
94,women,12,14577.2926367192,Overall
95,women,12,3065.73179844123,Overall
0,men,13,350282,Overall
1,men,13,351068,Overall
2,men,13,344706,Overall
3,men,13,353478,Overall
4,men,13,348767,Overall
5,men,13,358151,Overall
6,men,13,358017,Overall
7,men,13,351653,Overall
8,men,13,356195,Overall
9,men,13,365864,Overall
10,men,13,366240,Overall
11,men,13,373361,Overall
12,men,13,382694,Overall
13,men,13,399112,Overall
14,men,13,400750,Overall
15,men,13,408980,Overall
16,men,13,422872,Overall
17,men,13,416947,Overall
18,men,13,408153,Overall
19,men,13,418858,Overall
20,men,13,436867,Overall
21,men,13,446567,Overall
22,men,13,467865,Overall
23,men,13,518724,Overall
24,men,13,515501,Overall
25,men,13,533628,Overall
26,men,13,526086,Overall
27,men,13,517476,Overall
28,men,13,501364,Overall
29,men,13,500818,Overall
30,men,13,503255,Overall
31,men,13,515210,Overall
32,men,13,509577,Overall
33,men,13,510197,Overall
34,men,13,487231,Overall
35,men,13,481572,Overall
36,men,13,478577,Overall
37,men,13,469018,Overall
38,men,13,457821,Overall
39,men,13,463438,Overall
40,men,13,468173,Overall
41,men,13,510639,Overall
42,men,13,565145,Overall
43,men,13,586640,Overall
44,men,13,634234,Overall
45,men,13,665347,Overall
46,men,13,683925,Overall
47,men,13,704848,Overall
48,men,13,709382,Overall
49,men,13,722133,Overall
50,men,13,715616,Overall
51,men,13,690842,Overall
52,men,13,678840,Overall
53,men,13,654794,Overall
54,men,13,636781,Overall
55,men,13,600210,Overall
56,men,13,585174,Overall
57,men,13,566492,Overall
58,men,13,544901,Overall
59,men,13,529193,Overall
60,men,13,508704,Overall
61,men,13,506181,Overall
62,men,13,494624,Overall
63,men,13,492253,Overall
64,men,13,475445,Overall
65,men,13,433448,Overall
66,men,13,402581,Overall
67,men,13,348044,Overall
68,men,13,300284,Overall
69,men,13,399393,Overall
70,men,13,402015,Overall
71,men,13,384523,Overall
72,men,13,457559,Overall
73,men,13,470617,Overall
74,men,13,451644,Overall
75,men,13,409514,Overall
76,men,13,368683,Overall
77,men,13,341630,Overall
78,men,13,314317,Overall
79,men,13,276006,Overall
80,men,13,207639,Overall
81,men,13,192103,Overall
82,men,13,179748,Overall
83,men,13,171834,Overall
84,men,13,150781,Overall
85,men,13,133144,Overall
86,men,13,106160,Overall
87,men,13,85921,Overall
88,men,13,69287,Overall
89,men,13,50063,Overall
90,men,13,52018.0406503823,Overall
91,men,13,38757.619069028,Overall
92,men,13,23559.3670738119,Overall
93,men,13,10393.7870979387,Overall
94,men,13,2960.65582230713,Overall
95,men,13,484.402280510657,Overall
0,women,13,332788,Overall
1,women,13,333269,Overall
2,women,13,327618,Overall
3,women,13,336633,Overall
4,women,13,330883,Overall
5,women,13,340856,Overall
6,women,13,339320,Overall
7,women,13,332667,Overall
8,women,13,338362,Overall
9,women,13,347475,Overall
10,women,13,347814,Overall
11,women,13,353805,Overall
12,women,13,361982,Overall
13,women,13,379174,Overall
14,women,13,379448,Overall
15,women,13,388627,Overall
16,women,13,401418,Overall
17,women,13,394253,Overall
18,women,13,385137,Overall
19,women,13,395252,Overall
20,women,13,415251,Overall
21,women,13,426913,Overall
22,women,13,446854,Overall
23,women,13,494482,Overall
24,women,13,493007,Overall
25,women,13,507705,Overall
26,women,13,499767,Overall
27,women,13,495944,Overall
28,women,13,481596,Overall
29,women,13,482042,Overall
30,women,13,486678,Overall
31,women,13,499939,Overall
32,women,13,500479,Overall
33,women,13,503081,Overall
34,women,13,480322,Overall
35,women,13,474474,Overall
36,women,13,470570,Overall
37,women,13,463710,Overall
38,women,13,450630,Overall
39,women,13,459295,Overall
40,women,13,464328,Overall
41,women,13,504019,Overall
42,women,13,555059,Overall
43,women,13,576696,Overall
44,women,13,618966,Overall
45,women,13,649023,Overall
46,women,13,668124,Overall
47,women,13,687004,Overall
48,women,13,688428,Overall
49,women,13,703380,Overall
50,women,13,698830,Overall
51,women,13,678865,Overall
52,women,13,671885,Overall
53,women,13,649900,Overall
54,women,13,632505,Overall
55,women,13,598011,Overall
56,women,13,585935,Overall
57,women,13,571272,Overall
58,women,13,556882,Overall
59,women,13,550822,Overall
60,women,13,534936,Overall
61,women,13,533996,Overall
62,women,13,523143,Overall
63,women,13,522229,Overall
64,women,13,503439,Overall
65,women,13,457923,Overall
66,women,13,431202,Overall
67,women,13,376186,Overall
68,women,13,333074,Overall
69,women,13,442260,Overall
70,women,13,447112,Overall
71,women,13,432185,Overall
72,women,13,525888,Overall
73,women,13,551988,Overall
74,women,13,540789,Overall
75,women,13,498126,Overall
76,women,13,459667,Overall
77,women,13,438833,Overall
78,women,13,415265,Overall
79,women,13,375694,Overall
80,women,13,294008,Overall
81,women,13,284116,Overall
82,women,13,278556,Overall
83,women,13,280616,Overall
84,women,13,258308,Overall
85,women,13,238692,Overall
86,women,13,210615,Overall
87,women,13,194259,Overall
88,women,13,176398,Overall
89,women,13,147532,Overall
90,women,13,162170.858684383,Overall
91,women,13,137877.120989969,Overall
92,women,13,97033.6362289775,Overall
93,women,13,50425.2254600489,Overall
94,women,13,17260.507683931,Overall
95,women,13,3471.55610955161,Overall
0,men,14,367563,Overall
1,men,14,357015,Overall
2,men,14,356316,Overall
3,men,14,349198,Overall
4,men,14,357848,Overall
5,men,14,353123,Overall
6,men,14,361899,Overall
7,men,14,361652,Overall
8,men,14,355412,Overall
9,men,14,359878,Overall
10,men,14,369406,Overall
11,men,14,369612,Overall
12,men,14,376432,Overall
13,men,14,385989,Overall
14,men,14,402305,Overall
15,men,14,404519,Overall
16,men,14,414362,Overall
17,men,14,428231,Overall
18,men,14,426521,Overall
19,men,14,421020,Overall
20,men,14,432716,Overall
21,men,14,450035,Overall
22,men,14,459824,Overall
23,men,14,481990,Overall
24,men,14,533339,Overall
25,men,14,528866,Overall
26,men,14,546727,Overall
27,men,14,537339,Overall
28,men,14,528076,Overall
29,men,14,511013,Overall
30,men,14,509925,Overall
31,men,14,510873,Overall
32,men,14,522297,Overall
33,men,14,516101,Overall
34,men,14,516859,Overall
35,men,14,492886,Overall
36,men,14,487057,Overall
37,men,14,483642,Overall
38,men,14,473637,Overall
39,men,14,462223,Overall
40,men,14,467677,Overall
41,men,14,471883,Overall
42,men,14,514066,Overall
43,men,14,567973,Overall
44,men,14,589545,Overall
45,men,14,636515,Overall
46,men,14,667294,Overall
47,men,14,685436,Overall
48,men,14,705545,Overall
49,men,14,709406,Overall
50,men,14,721521,Overall
51,men,14,714491,Overall
52,men,14,689365,Overall
53,men,14,676981,Overall
54,men,14,652446,Overall
55,men,14,633996,Overall
56,men,14,597118,Overall
57,men,14,581600,Overall
58,men,14,562594,Overall
59,men,14,540425,Overall
60,men,14,524440,Overall
61,men,14,503398,Overall
62,men,14,500343,Overall
63,men,14,488275,Overall
64,men,14,485673,Overall
65,men,14,468215,Overall
66,men,14,426282,Overall
67,men,14,395698,Overall
68,men,14,341543,Overall
69,men,14,294231,Overall
70,men,14,390745,Overall
71,men,14,392647,Overall
72,men,14,375001,Overall
73,men,14,444900,Overall
74,men,14,456567,Overall
75,men,14,436973,Overall
76,men,14,394993,Overall
77,men,14,354121,Overall
78,men,14,326505,Overall
79,men,14,298913,Overall
80,men,14,260419,Overall
81,men,14,194658,Overall
82,men,14,178403,Overall
83,men,14,165283,Overall
84,men,14,156351,Overall
85,men,14,135621,Overall
86,men,14,118138,Overall
87,men,14,92916,Overall
88,men,14,74263,Overall
89,men,14,58715,Overall
90,men,14,55576.3982968473,Overall
91,men,14,44034.4887222479,Overall
92,men,14,28505.2227599011,Overall
93,men,14,13206.3488822285,Overall
94,men,14,3835.88751889185,Overall
95,men,14,611.887606048205,Overall
0,women,14,348856,Overall
1,women,14,338900,Overall
2,women,14,338053,Overall
3,women,14,331911,Overall
4,women,14,340751,Overall
5,women,14,334728,Overall
6,women,14,344281,Overall
7,women,14,342682,Overall
8,women,14,336078,Overall
9,women,14,341745,Overall
10,women,14,350616,Overall
11,women,14,350910,Overall
12,women,14,356637,Overall
13,women,14,364876,Overall
14,women,14,382051,Overall
15,women,14,382142,Overall
16,women,14,391637,Overall
17,women,14,404406,Overall
18,women,14,399698,Overall
19,women,14,394252,Overall
20,women,14,406457,Overall
21,women,14,424922,Overall
22,women,14,436098,Overall
23,women,14,456828,Overall
24,women,14,504119,Overall
25,women,14,501825,Overall
26,women,14,515448,Overall
27,women,14,507022,Overall
28,women,14,502548,Overall
29,women,14,487962,Overall
30,women,14,487995,Overall
31,women,14,492174,Overall
32,women,14,505038,Overall
33,women,14,505079,Overall
34,women,14,507740,Overall
35,women,14,484850,Overall
36,women,14,478458,Overall
37,women,14,474312,Overall
38,women,14,467299,Overall
39,women,14,454252,Overall
40,women,14,462502,Overall
41,women,14,467300,Overall
42,women,14,506780,Overall
43,women,14,557547,Overall
44,women,14,579006,Overall
45,women,14,620979,Overall
46,women,14,650747,Overall
47,women,14,669462,Overall
48,women,14,687907,Overall
49,women,14,689133,Overall
50,women,14,703668,Overall
51,women,14,698833,Overall
52,women,14,678727,Overall
53,women,14,671413,Overall
54,women,14,649207,Overall
55,women,14,631628,Overall
56,women,14,596851,Overall
57,women,14,584477,Overall
58,women,14,569613,Overall
59,women,14,554830,Overall
60,women,14,548380,Overall
61,women,14,532319,Overall
62,women,14,531306,Overall
63,women,14,519980,Overall
64,women,14,518863,Overall
65,women,14,499605,Overall
66,women,14,454034,Overall
67,women,14,427281,Overall
68,women,14,372468,Overall
69,women,14,329537,Overall
70,women,14,437094,Overall
71,women,14,441561,Overall
72,women,14,426336,Overall
73,women,14,518233,Overall
74,women,14,543130,Overall
75,women,14,531233,Overall
76,women,14,487891,Overall
77,women,14,449056,Overall
78,women,14,427041,Overall
79,women,14,402579,Overall
80,women,14,362291,Overall
81,women,14,281809,Overall
82,women,14,270703,Overall
83,women,14,263433,Overall
84,women,14,263352,Overall
85,women,14,240083,Overall
86,women,14,219037,Overall
87,women,14,190853,Overall
88,women,14,173592,Overall
89,women,14,154960,Overall
90,women,14,164340.714434203,Overall
91,women,14,149581.776806901,Overall
92,women,14,112472.640696135,Overall
93,women,14,61074.2584901227,Overall
94,women,14,20937.31756889,Overall
95,women,14,3961.355547849,Overall
0,men,15,382551,Overall
1,men,15,380101,Overall
2,men,15,367786,Overall
3,men,15,366762,Overall
4,men,15,359093,Overall
5,men,15,367898,Overall
6,men,15,362274,Overall
7,men,15,371378,Overall
8,men,15,370501,Overall
9,men,15,363739,Overall
10,men,15,368339,Overall
11,men,15,377066,Overall
12,men,15,377366,Overall
13,men,15,384238,Overall
14,men,15,394959,Overall
15,men,15,414430,Overall
16,men,15,423269,Overall
17,men,15,433447,Overall
18,men,15,459532,Overall
19,men,15,458792,Overall
20,men,15,454777,Overall
21,men,15,462645,Overall
22,men,15,479967,Overall
23,men,15,490304,Overall
24,men,15,510875,Overall
25,men,15,564094,Overall
26,men,15,555439,Overall
27,men,15,571878,Overall
28,men,15,559651,Overall
29,men,15,547653,Overall
30,men,15,530264,Overall
31,men,15,526211,Overall
32,men,15,525713,Overall
33,men,15,536345,Overall
34,men,15,528536,Overall
35,men,15,530571,Overall
36,men,15,503981,Overall
37,men,15,497251,Overall
38,men,15,493218,Overall
39,men,15,482259,Overall
40,men,15,470864,Overall
41,men,15,475238,Overall
42,men,15,478608,Overall
43,men,15,520434,Overall
44,men,15,573664,Overall
45,men,15,594848,Overall
46,men,15,640979,Overall
47,men,15,671085,Overall
48,men,15,688363,Overall
49,men,15,707270,Overall
50,men,15,710458,Overall
51,men,15,721941,Overall
52,men,15,714227,Overall
53,men,15,688648,Overall
54,men,15,675553,Overall
55,men,15,650555,Overall
56,men,15,631174,Overall
57,men,15,594323,Overall
58,men,15,577953,Overall
59,men,15,558486,Overall
60,men,15,536080,Overall
61,men,15,519384,Overall
62,men,15,498035,Overall
63,men,15,494051,Overall
64,men,15,481708,Overall
65,men,15,478436,Overall
66,men,15,460601,Overall
67,men,15,418628,Overall
68,men,15,388193,Overall
69,men,15,334464,Overall
70,men,15,287518,Overall
71,men,15,381396,Overall
72,men,15,382470,Overall
73,men,15,364626,Overall
74,men,15,431361,Overall
75,men,15,441132,Overall
76,men,15,420883,Overall
77,men,15,379043,Overall
78,men,15,338294,Overall
79,men,15,310317,Overall
80,men,15,281699,Overall
81,men,15,243568,Overall
82,men,15,180373,Overall
83,men,15,163714,Overall
84,men,15,150123,Overall
85,men,15,139960,Overall
86,men,15,119675,Overall
87,men,15,102853,Overall
88,men,15,79586,Overall
89,men,15,62456,Overall
90,men,15,59177.4732692429,Overall
91,men,15,50021.6073301953,Overall
92,men,15,34591.2147907045,Overall
93,men,15,16857.8591942671,Overall
94,men,15,4987.56945766897,Overall
95,men,15,771.697171221856,Overall
0,women,15,362170,Overall
1,women,15,359977,Overall
2,women,15,347822,Overall
3,women,15,346995,Overall
4,women,15,340289,Overall
5,women,15,348965,Overall
6,women,15,342442,Overall
7,women,15,351988,Overall
8,women,15,349951,Overall
9,women,15,342778,Overall
10,women,15,348360,Overall
11,women,15,356632,Overall
12,women,15,356615,Overall
13,women,15,362053,Overall
14,women,15,370038,Overall
15,women,15,387785,Overall
16,women,15,388025,Overall
17,women,15,397595,Overall
18,women,15,413639,Overall
19,women,15,413450,Overall
20,women,15,410082,Overall
21,women,15,420269,Overall
22,women,15,438088,Overall
23,women,15,450279,Overall
24,women,15,470592,Overall
25,women,15,517414,Overall
26,women,15,514168,Overall
27,women,15,527199,Overall
28,women,15,517800,Overall
29,women,15,512385,Overall
30,women,15,498019,Overall
31,women,15,497203,Overall
32,women,15,500561,Overall
33,women,15,512875,Overall
34,women,15,512133,Overall
35,women,15,515394,Overall
36,women,15,491704,Overall
37,women,15,484559,Overall
38,women,15,480310,Overall
39,women,15,472497,Overall
40,women,15,459589,Overall
41,women,15,467556,Overall
42,women,15,472076,Overall
43,women,15,510837,Overall
44,women,15,561222,Overall
45,women,15,582482,Overall
46,women,15,624114,Overall
47,women,15,653581,Overall
48,women,15,671607,Overall
49,women,15,689375,Overall
50,women,15,690454,Overall
51,women,15,704276,Overall
52,women,15,699283,Overall
53,women,15,678752,Overall
54,women,15,671173,Overall
55,women,15,648841,Overall
56,women,15,630592,Overall
57,women,15,595821,Overall
58,women,15,582959,Overall
59,women,15,567936,Overall
60,women,15,552816,Overall
61,women,15,545713,Overall
62,women,15,529608,Overall
63,women,15,528204,Overall
64,women,15,516457,Overall
65,women,15,515108,Overall
66,women,15,495342,Overall
67,women,15,449827,Overall
68,women,15,423014,Overall
69,women,15,368271,Overall
70,women,15,325616,Overall
71,women,15,431418,Overall
72,women,15,435355,Overall
73,women,15,419698,Overall
74,women,15,509735,Overall
75,women,15,533183,Overall
76,women,15,520075,Overall
77,women,15,476392,Overall
78,women,15,436966,Overall
79,women,15,413613,Overall
80,women,15,387957,Overall
81,women,15,347107,Overall
82,women,15,268040,Overall
83,women,15,255410,Overall
84,women,15,246421,Overall
85,women,15,243846,Overall
86,women,15,219512,Overall
87,women,15,197552,Overall
88,women,15,169661,Overall
89,women,15,151599,Overall
90,women,15,165866.694223276,Overall
91,women,15,161709.362528656,Overall
92,women,15,129692.148071697,Overall
93,women,15,73120.2139258769,Overall
94,women,15,24765.6187968087,Overall
95,women,15,4306.17409430905,Overall
0,men,16,403564,Overall
1,men,16,391699,Overall
2,men,16,386856,Overall
3,men,16,373724,Overall
4,men,16,372745,Overall
5,men,16,364483,Overall
6,men,16,372791,Overall
7,men,16,367520,Overall
8,men,16,376926,Overall
9,men,16,375470,Overall
10,men,16,368644,Overall
11,men,16,372775,Overall
12,men,16,381238,Overall
13,men,16,381743,Overall
14,men,16,389122,Overall
15,men,16,401366,Overall
16,men,16,425176,Overall
17,men,16,437671,Overall
18,men,16,448700,Overall
19,men,16,474485,Overall
20,men,16,472015,Overall
21,men,16,464476,Overall
22,men,16,472217,Overall
23,men,16,488896,Overall
24,men,16,498326,Overall
25,men,16,517835,Overall
26,men,16,569618,Overall
27,men,16,560561,Overall
28,men,16,576162,Overall
29,men,16,562929,Overall
30,men,16,550259,Overall
31,men,16,532987,Overall
32,men,16,528086,Overall
33,men,16,527169,Overall
34,men,16,537679,Overall
35,men,16,529587,Overall
36,men,16,531441,Overall
37,men,16,504917,Overall
38,men,16,497865,Overall
39,men,16,493796,Overall
40,men,16,482589,Overall
41,men,16,471244,Overall
42,men,16,475382,Overall
43,men,16,478790,Overall
44,men,16,520352,Overall
45,men,16,573121,Overall
46,men,16,594048,Overall
47,men,16,639442,Overall
48,men,16,669654,Overall
49,men,16,686478,Overall
50,men,16,704842,Overall
51,men,16,707768,Overall
52,men,16,718576,Overall
53,men,16,710558,Overall
54,men,16,684508,Overall
55,men,16,670968,Overall
56,men,16,646119,Overall
57,men,16,626157,Overall
58,men,16,589191,Overall
59,men,16,572312,Overall
60,men,16,552474,Overall
61,men,16,530011,Overall
62,men,16,513037,Overall
63,men,16,491105,Overall
64,men,16,486830,Overall
65,men,16,473859,Overall
66,men,16,470070,Overall
67,men,16,452030,Overall
68,men,16,410508,Overall
69,men,16,380141,Overall
70,men,16,326626,Overall
71,men,16,280396,Overall
72,men,16,371321,Overall
73,men,16,371729,Overall
74,men,16,353642,Overall
75,men,16,417244,Overall
76,men,16,425109,Overall
77,men,16,404467,Overall
78,men,16,362215,Overall
79,men,16,321645,Overall
80,men,16,293429,Overall
81,men,16,264228,Overall
82,men,16,226608,Overall
83,men,16,166139,Overall
84,men,16,149137,Overall
85,men,16,135075,Overall
86,men,16,124399,Overall
87,men,16,104534,Overall
88,men,16,88436,Overall
89,men,16,67258,Overall
90,men,16,62820.4379570615,Overall
91,men,16,56191.9239124181,Overall
92,men,16,41093.0948340747,Overall
93,men,16,20819.1714440487,Overall
94,men,16,6192.06221674861,Overall
95,men,16,916.140528362691,Overall
0,women,16,384735,Overall
1,women,16,370820,Overall
2,women,16,366361,Overall
3,women,16,353479,Overall
4,women,16,352463,Overall
5,women,16,345166,Overall
6,women,16,353199,Overall
7,women,16,347094,Overall
8,women,16,356978,Overall
9,women,16,354300,Overall
10,women,16,346854,Overall
11,women,16,352305,Overall
12,women,16,360196,Overall
13,women,16,360084,Overall
14,women,16,365234,Overall
15,women,16,373495,Overall
16,women,16,391999,Overall
17,women,16,391987,Overall
18,women,16,403949,Overall
19,women,16,424041,Overall
20,women,16,424854,Overall
21,women,16,419395,Overall
22,women,16,428110,Overall
23,women,16,446961,Overall
24,women,16,458781,Overall
25,women,16,478296,Overall
26,women,16,524395,Overall
27,women,16,520945,Overall
28,women,16,532729,Overall
29,women,16,523286,Overall
30,women,16,517944,Overall
31,women,16,503341,Overall
32,women,16,501801,Overall
33,women,16,505012,Overall
34,women,16,516797,Overall
35,women,16,515876,Overall
36,women,16,519009,Overall
37,women,16,494747,Overall
38,women,16,487725,Overall
39,women,16,483075,Overall
40,women,16,475288,Overall
41,women,16,461879,Overall
42,women,16,469802,Overall
43,women,16,474234,Overall
44,women,16,512426,Overall
45,women,16,562689,Overall
46,women,16,583694,Overall
47,women,16,624889,Overall
48,women,16,654117,Overall
49,women,16,671780,Overall
50,women,16,689115,Overall
51,women,16,689985,Overall
52,women,16,703375,Overall
53,women,16,698174,Overall
54,women,16,677406,Overall
55,women,16,669440,Overall
56,women,16,647001,Overall
57,women,16,628398,Overall
58,women,16,593393,Overall
59,women,16,580147,Overall
60,women,16,565179,Overall
61,women,16,549761,Overall
62,women,16,542480,Overall
63,women,16,526042,Overall
64,women,16,524361,Overall
65,women,16,512258,Overall
66,women,16,510567,Overall
67,women,16,490517,Overall
68,women,16,445053,Overall
69,women,16,418298,Overall
70,women,16,363537,Overall
71,women,16,321149,Overall
72,women,16,425271,Overall
73,women,16,428679,Overall
74,women,16,412587,Overall
75,women,16,500246,Overall
76,women,16,522375,Overall
77,women,16,508305,Overall
78,women,16,463957,Overall
79,women,16,423994,Overall
80,women,16,399061,Overall
81,women,16,372326,Overall
82,women,16,330744,Overall
83,women,16,253704,Overall
84,women,16,239595,Overall
85,women,16,228886,Overall
86,women,16,224013,Overall
87,women,16,199047,Overall
88,women,16,176474,Overall
89,women,16,149220,Overall
90,women,16,167247.15018621,Overall
91,women,16,172554.535566727,Overall
92,women,16,145261.171275818,Overall
93,women,16,83318.1496501731,Overall
94,women,16,27189.9247792292,Overall
95,women,16,4215.66520414474,Overall
0,men,17,402569,Overall
1,men,17,407765,Overall
2,men,17,395923,Overall
3,men,17,390784,Overall
4,men,17,377177,Overall
5,men,17,376371,Overall
6,men,17,367598,Overall
7,men,17,376147,Overall
8,men,17,370796,Overall
9,men,17,380506,Overall
10,men,17,378707,Overall
11,men,17,371956,Overall
12,men,17,375806,Overall
13,men,17,384110,Overall
14,men,17,384680,Overall
15,men,17,392357,Overall
16,men,17,405608,Overall
17,men,17,429432,Overall
18,men,17,444730,Overall
19,men,17,459185,Overall
20,men,17,483514,Overall
21,men,17,479705,Overall
22,men,17,472326,Overall
23,men,17,480760,Overall
24,men,17,496771,Overall
25,men,17,505167,Overall
26,men,17,524279,Overall
27,men,17,574870,Overall
28,men,17,565458,Overall
29,men,17,580048,Overall
30,men,17,566445,Overall
31,men,17,553350,Overall
32,men,17,535742,Overall
33,men,17,530930,Overall
34,men,17,530230,Overall
35,men,17,539828,Overall
36,men,17,531888,Overall
37,men,17,533983,Overall
38,men,17,507117,Overall
39,men,17,499977,Overall
40,men,17,495718,Overall
41,men,17,484721,Overall
42,men,17,473070,Overall
43,men,17,477311,Overall
44,men,17,480406,Overall
45,men,17,521427,Overall
46,men,17,573950,Overall
47,men,17,594683,Overall
48,men,17,639853,Overall
49,men,17,669314,Overall
50,men,17,685715,Overall
51,men,17,703280,Overall
52,men,17,705583,Overall
53,men,17,715918,Overall
54,men,17,707493,Overall
55,men,17,681241,Overall
56,men,17,667103,Overall
57,men,17,642005,Overall
58,men,17,621641,Overall
59,men,17,584304,Overall
60,men,17,566996,Overall
61,men,17,546690,Overall
62,men,17,523842,Overall
63,men,17,506353,Overall
64,men,17,484109,Overall
65,men,17,479386,Overall
66,men,17,465700,Overall
67,men,17,461795,Overall
68,men,17,443368,Overall
69,men,17,401902,Overall
70,men,17,371672,Overall
71,men,17,318537,Overall
72,men,17,272933,Overall
73,men,17,360766,Overall
74,men,17,360584,Overall
75,men,17,342076,Overall
76,men,17,402378,Overall
77,men,17,408245,Overall
78,men,17,387037,Overall
79,men,17,344699,Overall
80,men,17,304436,Overall
81,men,17,275597,Overall
82,men,17,245984,Overall
83,men,17,208971,Overall
84,men,17,151681,Overall
85,men,17,134100,Overall
86,men,17,120032,Overall
87,men,17,108785,Overall
88,men,17,89777,Overall
89,men,17,74526,Overall
90,men,17,66507.8537492914,Overall
91,men,17,61739.6967482489,Overall
92,men,17,46646.0263641394,Overall
93,men,17,23955.0168113517,Overall
94,men,17,6983.65914441502,Overall
95,men,17,965.266822450789,Overall
0,women,17,382505,Overall
1,women,17,388384,Overall
2,women,17,374705,Overall
3,women,17,370084,Overall
4,women,17,356882,Overall
5,women,17,355717,Overall
6,women,17,347930,Overall
7,women,17,356439,Overall
8,women,17,350372,Overall
9,women,17,360340,Overall
10,women,17,357375,Overall
11,women,17,349789,Overall
12,women,17,355014,Overall
13,women,17,362780,Overall
14,women,17,362548,Overall
15,women,17,367881,Overall
16,women,17,376356,Overall
17,women,17,394753,Overall
18,women,17,397216,Overall
19,women,17,413049,Overall
20,women,17,434650,Overall
21,women,17,434280,Overall
22,women,17,427501,Overall
23,women,17,437546,Overall
24,women,17,455461,Overall
25,women,17,466443,Overall
26,women,17,485393,Overall
27,women,17,530790,Overall
28,women,17,527097,Overall
29,women,17,538535,Overall
30,women,17,528288,Overall
31,women,17,522536,Overall
32,women,17,507806,Overall
33,women,17,505949,Overall
34,women,17,508976,Overall
35,women,17,520393,Overall
36,women,17,519324,Overall
37,women,17,522512,Overall
